	Prot_ID	dN	dS	pN	pS	MsaLen
643	ENSP00000222644	0	2	11	12	1746
644	ENSP00000229758	3	0	9	4	1341
645	ENSP00000226574	0	7	35	28	2907
646	ENSP00000229335	1	3	0	0	597
647	ENSP00000229829	3	4	26	14	750
648	ENSP00000229812	0	0	13	7	1539
649	ENSP00000225842	2	1	6	7	288
650	ENSP00000223129	2	1	5	2	363
651	ENSP00000225737	0	9	29	17	1986
652	ENSP00000220058	1	6	39	12	1167
653	ENSP00000229447	4	2	15	5	1056
654	ENSP00000220496	2	2	19	13	990
655	ENSP00000228515	1	3	30	17	1629
656	ENSP00000229922	4	0	23	22	1431
657	ENSP00000229179	11	11	34	21	2775
658	ENSP00000228347	0	7	35	36	3399
659	ENSP00000225726	0	1	21	6	1449
660	ENSP00000222008	1	1	0	0	555
661	ENSP00000229708	3	1	32	13	732
662	ENSP00000223528	3	4	0	0	1395
663	ENSP00000221847	1	0	18	13	798
664	ENSP00000224356	1	2	5	3	1491
665	ENSP00000226279	3	3	4	3	900
666	ENSP00000228318	0	1	1	0	1089
667	ENSP00000220966	0	2	13	9	1074
668	ENSP00000229002	0	2	25	7	615
669	ENSP00000229314	0	0	0	0	414
670	ENSP00000222345	9	30	164	96	5388
671	ENSP00000220809	2	7	0	0	1947
672	ENSP00000222584	0	2	24	22	2424
673	ENSP00000227451	2	1	21	16	1935
674	ENSP00000221327	10	6	43	25	2106
675	ENSP00000228534	0	0	7	1	567
676	ENSP00000222803	0	1	8	8	693
677	ENSP00000226317	4	0	11	8	342
678	ENSP00000229330	2	2	6	11	2397
679	ENSP00000221930	0	2	14	14	1170
680	ENSP00000221498	2	1	15	4	726
681	ENSP00000225964	0	17	87	76	4443
682	ENSP00000223366	1	4	0	0	1476
683	ENSP00000229243	5	4	15	14	1752
684	ENSP00000222120	1	4	15	12	657
685	ENSP00000229135	1	3	4	3	498
686	ENSP00000225275	5	7	66	34	2241
687	ENSP00000221455	0	6	33	16	2247
688	ENSP00000226355	5	3	39	12	1797
689	ENSP00000229268	0	9	0	0	2751
690	ENSP00000226319	0	6	18	24	2571
691	ENSP00000221132	7	2	38	19	1407
692	ENSP00000224807	3	4	3	3	975
693	ENSP00000220751	3	2	20	11	1656
694	ENSP00000221418	2	4	25	9	1056
695	ENSP00000224140	34	27	129	39	8091
696	ENSP00000221978	6	0	7	4	495
697	ENSP00000229329	1	3	9	12	1302
698	ENSP00000227524	11	9	4	13	1719
699	ENSP00000220597	4	1	24	16	1296
700	ENSP00000229195	0	1	0	1	1650
701	ENSP00000221954	2	2	21	3	831
702	ENSP00000228837	2	3	21	19	624
703	ENSP00000223642	11	10	91	50	5208
704	ENSP00000222574	0	1	0	0	1665
705	ENSP00000229266	3	2	17	9	1344
706	ENSP00000223095	2	0	31	10	1206
707	ENSP00000228922	3	8	7	5	1050
708	ENSP00000225371	1	5	93	29	2145
709	ENSP00000221972	2	1	6	2	681
710	ENSP00000228843	5	0	12	3	1077
711	ENSP00000228506	0	1	7	6	879
712	ENSP00000222747	0	3	18	5	915
713	ENSP00000227471	0	4	8	6	2490
714	ENSP00000222462	3	6	5	3	1095
715	ENSP00000225972	0	1	18	7	921
716	ENSP00000225929	1	2	0	0	1353
717	ENSP00000222374	0	1	22	15	1218
718	ENSP00000225388	1	2	38	25	2085
719	ENSP00000220562	1	9	49	36	2757
720	ENSP00000229264	0	5	0	0	1020
721	ENSP00000227349	9	9	58	22	2367
722	ENSP00000228027	0	3	18	7	1344
723	ENSP00000224073	0	1	0	0	483
724	ENSP00000222286	5	5	23	13	1224
725	ENSP00000228644	0	7	9	7	765
726	ENSP00000226382	0	3	5	14	945
727	ENSP00000227868	2	2	8	3	1503
728	ENSP00000221855	0	1	1	1	990
729	ENSP00000228284	2	8	38	37	2943
730	ENSP00000220669	2	2	0	0	804
731	ENSP00000223641	0	0	7	5	288
732	ENSP00000222305	0	3	0	0	1206
733	ENSP00000238823	3	2	25	12	1599
734	ENSP00000232217	3	0	10	3	402
735	ENSP00000238146	2	2	29	22	1800
736	ENSP00000231134	12	16	83	37	2385
737	ENSP00000233997	4	7	30	16	759
738	ENSP00000238497	0	5	15	6	1365
739	ENSP00000239587	8	8	82	34	1776
740	ENSP00000234701	5	11	74	27	2805
741	ENSP00000234347	7	3	22	7	768
742	ENSP00000238044	1	0	1	0	444
743	ENSP00000237014	8	5	0	0	489
744	ENSP00000239461	0	0	2	0	735
745	ENSP00000235835	4	3	42	18	1077
746	ENSP00000230048	1	0	2	1	420
747	ENSP00000231668	0	1	19	19	813
748	ENSP00000232607	8	3	22	18	1440
749	ENSP00000231509	4	2	0	0	2334
750	ENSP00000237837	4	0	12	10	795
751	ENSP00000234420	7	10	84	34	4179
752	ENSP00000239940	18	14	1	0	564
753	ENSP00000233668	2	4	16	4	1443
754	ENSP00000230461	0	3	14	8	1392
755	ENSP00000231512	3	2	29	12	795
756	ENSP00000231487	0	0	0	0	489
757	ENSP00000233575	1	6	1	3	1410
758	ENSP00000237353	13	11	0	0	3078
759	ENSP00000233616	4	4	0	0	2697
760	ENSP00000231721	1	11	64	35	2634
761	ENSP00000230056	2	2	0	0	864
762	ENSP00000234071	1	1	3	3	1644
763	ENSP00000234827	1	1	0	0	840
764	ENSP00000231484	6	14	89	53	3639
765	ENSP00000235382	1	4	24	7	633
766	ENSP00000237596	1	4	46	32	2904
767	ENSP00000232978	9	6	72	33	4440
768	ENSP00000238789	1	1	29	15	4374
769	ENSP00000232424	0	1	4	2	951
770	ENSP00000232501	1	3	8	14	1140
771	ENSP00000233969	1	6	31	23	2436
772	ENSP00000230256	2	6	39	13	1371
773	ENSP00000238558	1	2	12	17	771
774	ENSP00000230050	13	9	9	3	480
775	ENSP00000230538	7	12	108	56	5469
776	ENSP00000230658	0	1	16	17	1071
777	ENSP00000235345	0	4	16	15	1065
778	ENSP00000238256	6	3	0	0	4323
779	ENSP00000234296	5	3	28	10	1731
780	ENSP00000230588	12	11	60	33	2349
781	ENSP00000232766	2	4	30	17	1917
782	ENSP00000237696	2	1	9	6	987
783	ENSP00000232603	9	5	48	40	3045
784	ENSP00000237455	4	6	25	21	2058
785	ENSP00000237201	8	6	19	10	882
786	ENSP00000231572	4	5	32	20	1998
787	ENSP00000231021	1	5	36	23	2367
788	ENSP00000239830	4	1	0	0	1512
789	ENSP00000232975	0	1	5	6	483
790	ENSP00000231009	2	2	25	11	792
791	ENSP00000239367	1	3	24	24	1524
792	ENSP00000231948	0	7	0	0	1485
793	ENSP00000238018	2	5	9	5	1563
794	ENSP00000234453	0	0	11	4	900
795	ENSP00000238667	2	0	14	8	1632
796	ENSP00000239666	0	1	1	2	420
797	ENSP00000239882	1	3	28	16	1857
798	ENSP00000233336	0	6	17	10	1131
799	ENSP00000230381	1	5	41	18	1038
800	ENSP00000234111	2	2	25	27	1383
801	ENSP00000230640	2	3	33	34	3192
802	ENSP00000234256	0	5	9	9	1689
803	ENSP00000237642	6	2	24	7	1074
804	ENSP00000233121	0	0	0	9	843
805	ENSP00000236137	0	4	26	15	1491
806	ENSP00000235933	2	3	0	0	702
807	ENSP00000234160	2	5	14	12	1356
808	ENSP00000233078	0	7	5	4	1356
809	ENSP00000238112	1	6	9	28	2097
810	ENSP00000231524	0	5	16	15	1722
811	ENSP00000235521	0	6	13	5	1080
812	ENSP00000237380	0	2	10	5	648
813	ENSP00000239690	1	3	37	15	1827
814	ENSP00000230340	0	2	21	6	1311
815	ENSP00000233809	0	1	8	3	978
816	ENSP00000238831	0	2	18	8	732
817	ENSP00000231228	2	3	25	10	984
818	ENSP00000238788	8	5	0	0	2067
819	ENSP00000236495	3	13	0	0	2118
820	ENSP00000238714	0	5	19	20	2208
821	ENSP00000236959	1	8	46	25	1776
822	ENSP00000238721	2	3	0	0	1098
823	ENSP00000234396	1	4	33	22	1539
824	ENSP00000233627	1	1	0	0	951
825	ENSP00000236918	0	4	0	0	915
826	ENSP00000235329	1	6	0	0	2433
827	ENSP00000234392	2	5	39	13	870
828	ENSP00000236040	2	4	10	0	2814
829	ENSP00000233156	3	3	0	0	930
830	ENSP00000236877	0	9	7	16	2787
831	ENSP00000238855	10	5	1	0	2817
832	ENSP00000233623	5	2	25	5	1557
833	ENSP00000236192	0	0	2	1	423
834	ENSP00000238628	1	4	1	1	639
835	ENSP00000235372	7	14	89	69	5256
836	ENSP00000239891	2	4	3	1	1158
837	ENSP00000239440	2	10	5	3	4698
838	ENSP00000233468	0	0	1	5	375
839	ENSP00000230792	2	5	29	12	1518
840	ENSP00000238875	0	2	0	0	549
841	ENSP00000237853	2	1	24	23	1920
842	ENSP00000234961	0	5	21	22	1128
843	ENSP00000234038	1	4	0	0	1179
844	ENSP00000231238	2	0	0	0	876
845	ENSP00000234091	0	1	6	4	402
846	ENSP00000239243	1	1	21	9	807
847	ENSP00000231706	3	6	52	34	2382
848	ENSP00000237822	2	4	0	0	1170
849	ENSP00000230124	1	4	45	27	2838
850	ENSP00000233948	2	7	8	10	1095
851	ENSP00000239165	1	1	30	9	651
852	ENSP00000234170	11	6	86	30	3162
853	ENSP00000235090	2	3	11	6	1116
854	ENSP00000235628	1	6	38	14	1188
855	ENSP00000238561	1	6	40	28	1590
856	ENSP00000230671	4	7	50	27	2070
857	ENSP00000239374	6	8	62	26	2145
858	ENSP00000233638	1	3	12	14	852
859	ENSP00000233154	0	4	8	13	1140
860	ENSP00000239906	4	2	0	0	1176
861	ENSP00000232888	3	3	31	24	1425
862	ENSP00000230301	5	2	41	25	1686
863	ENSP00000239231	0	1	12	5	1110
864	ENSP00000232974	1	1	20	18	2247
865	ENSP00000231887	4	5	65	31	2226
866	ENSP00000231121	1	4	16	8	657
867	ENSP00000232375	0	4	18	8	1407
868	ENSP00000235310	0	5	6	11	723
869	ENSP00000233630	0	1	6	4	777
870	ENSP00000238682	0	2	13	16	1236
871	ENSP00000239032	2	3	30	21	1110
872	ENSP00000238609	2	2	8	0	393
873	ENSP00000233826	0	1	11	3	1080
874	ENSP00000239151	0	0	10	8	807
875	ENSP00000234816	3	6	38	21	1473
876	ENSP00000230122	3	4	37	20	2292
877	ENSP00000236147	0	4	29	14	1155
878	ENSP00000233027	7	5	52	16	2523
879	ENSP00000238892	0	0	6	2	303
880	ENSP00000233838	5	5	35	36	2283
881	ENSP00000232905	0	1	2	1	339
882	ENSP00000236273	1	4	14	10	729
883	ENSP00000237283	1	2	4	1	573
884	ENSP00000233242	56	34	362	159	13743
885	ENSP00000236826	6	5	52	20	1401
886	ENSP00000236709	4	10	31	13	1020
887	ENSP00000231004	3	6	27	17	1251
888	ENSP00000231751	14	5	81	44	2136
889	ENSP00000233055	2	6	26	14	1230
890	ENSP00000237937	0	1	1	4	639
891	ENSP00000237172	4	6	1	0	3678
892	ENSP00000237889	0	0	0	0	294
893	ENSP00000234488	2	9	0	0	3000
894	ENSP00000235332	8	6	63	21	1164
895	ENSP00000236925	8	6	0	0	4467
896	ENSP00000239926	5	2	33	17	1494
897	ENSP00000231749	1	2	43	6	1461
898	ENSP00000238994	1	5	26	17	951
899	ENSP00000232496	1	0	2	1	330
900	ENSP00000230449	1	11	38	33	2928
901	ENSP00000234454	3	4	5	8	783
902	ENSP00000233735	0	1	9	6	570
903	ENSP00000237163	7	12	0	0	7455
904	ENSP00000233813	1	2	14	13	816
905	ENSP00000232003	15	3	64	24	1620
906	ENSP00000231461	0	1	7	3	1077
907	ENSP00000231498	6	5	50	34	4173
908	ENSP00000230361	0	2	15	13	600
909	ENSP00000234798	4	6	90	33	963
910	ENSP00000239223	0	2	16	15	1101
911	ENSP00000235307	0	0	3	4	363
912	ENSP00000230036	12	11	82	44	2562
913	ENSP00000231198	2	5	17	9	894
914	ENSP00000233202	3	1	57	27	1650
915	ENSP00000237530	5	10	35	15	1983
916	ENSP00000233057	9	4	23	18	1656
917	ENSP00000237281	1	4	37	19	2709
918	ENSP00000239450	0	0	0	0	2421
919	ENSP00000234739	3	4	80	40	4278
920	ENSP00000233535	0	6	12	19	1443
921	ENSP00000238616	2	13	52	24	2937
922	ENSP00000237536	2	18	74	42	5289
923	ENSP00000236980	3	3	32	19	2175
924	ENSP00000234831	0	1	3	11	1131
925	ENSP00000237654	1	3	11	2	1236
926	ENSP00000231790	3	3	58	10	2268
927	ENSP00000233143	0	1	0	2	132
928	ENSP00000232744	2	1	35	29	1539
929	ENSP00000237275	0	2	13	0	666
930	ENSP00000233099	1	28	61	60	6255
931	ENSP00000237264	0	1	0	0	558
932	ENSP00000233146	1	8	52	21	2859
933	ENSP00000230431	0	0	5	2	732
934	ENSP00000234198	2	3	21	9	1203
935	ENSP00000230582	4	3	11	4	1542
936	ENSP00000232219	0	0	6	2	591
937	ENSP00000238379	1	7	23	11	753
938	ENSP00000239462	15	17	149	84	4014
939	ENSP00000230990	1	1	9	6	624
940	ENSP00000240651	2	5	17	11	1503
941	ENSP00000243349	0	1	12	6	1479
942	ENSP00000242140	2	4	0	0	1488
943	ENSP00000249064	6	2	9	2	837
944	ENSP00000241436	6	3	37	26	2892
945	ENSP00000247153	6	4	0	0	1407
946	ENSP00000243501	0	1	20	7	567
947	ENSP00000240617	4	6	35	22	1662
948	ENSP00000247461	4	6	0	0	1776
949	ENSP00000248594	4	1	28	16	2343
950	ENSP00000243077	7	40	183	211	13632
951	ENSP00000246070	3	1	5	0	843
952	ENSP00000240922	0	1	0	1	507
953	ENSP00000246553	0	3	25	14	900
954	ENSP00000243611	2	4	0	0	756
955	ENSP00000244519	2	7	17	8	1785
956	ENSP00000247992	8	2	1	1	591
957	ENSP00000244745	0	2	17	16	1422
958	ENSP00000246062	6	2	44	12	1710
959	ENSP00000244333	0	3	33	13	1080
960	ENSP00000249299	0	0	3	5	288
961	ENSP00000247977	0	5	19	11	978
962	ENSP00000245157	3	7	0	0	2349
963	ENSP00000240619	4	2	33	7	939
964	ENSP00000244565	1	6	46	27	1554
965	ENSP00000245046	0	0	4	10	909
966	ENSP00000244040	1	0	7	7	582
967	ENSP00000248564	0	0	7	1	222
968	ENSP00000249923	2	10	22	22	2859
969	ENSP00000244496	1	2	15	4	1014
970	ENSP00000244751	0	5	28	36	1920
971	ENSP00000240055	0	0	3	1	705
972	ENSP00000246515	0	0	6	7	309
973	ENSP00000246912	0	2	0	0	1017
974	ENSP00000240851	0	5	0	0	1200
975	ENSP00000241052	3	5	36	21	1581
976	ENSP00000241125	1	4	16	23	1305
977	ENSP00000241453	6	2	73	42	2979
978	ENSP00000248958	2	3	20	10	666
979	ENSP00000248244	3	9	37	12	2271
980	ENSP00000242839	13	20	122	66	4482
981	ENSP00000243253	4	8	0	0	1539
982	ENSP00000247226	13	17	0	0	3657
983	ENSP00000241416	0	2	9	9	1572
984	ENSP00000243673	3	6	48	22	1269
985	ENSP00000244669	1	0	15	13	690
986	ENSP00000247933	3	0	41	32	2130
987	ENSP00000243389	1	3	0	0	1428
988	ENSP00000247930	1	6	47	42	2535
989	ENSP00000240618	1	4	17	4	648
990	ENSP00000242592	3	8	48	25	1245
991	ENSP00000241305	5	8	48	42	2268
992	ENSP00000242208	0	3	16	12	1278
993	ENSP00000240488	2	0	20	5	624
994	ENSP00000243878	11	9	32	10	1116
995	ENSP00000244576	5	3	18	5	1074
996	ENSP00000249499	3	1	19	8	1107
997	ENSP00000245838	3	10	4	6	5049
998	ENSP00000243346	2	1	24	6	921
999	ENSP00000244571	1	4	73	35	2955
1000	ENSP00000248076	3	3	52	20	1173
1001	ENSP00000248437	0	1	3	16	1344
1002	ENSP00000247970	0	3	4	2	489
1003	ENSP00000244534	2	5	75	24	663
1004	ENSP00000243786	4	3	27	21	1098
1005	ENSP00000247706	1	3	22	26	1473
1006	ENSP00000244137	4	9	53	29	1590
1007	ENSP00000244513	5	0	23	12	1578
1008	ENSP00000244336	1	4	41	18	1065
1009	ENSP00000247271	2	2	14	5	1320
1010	ENSP00000246117	3	15	10	11	1716
1011	ENSP00000249396	0	6	8	4	1167
1012	ENSP00000244426	1	4	0	0	1341
1013	ENSP00000242257	4	2	19	15	738
1014	ENSP00000248342	0	1	2	1	654
1015	ENSP00000246548	0	3	16	10	1965
1016	ENSP00000245919	0	0	0	2	1014
1017	ENSP00000246012	1	4	0	0	426
1018	ENSP00000242819	1	2	28	11	699
1019	ENSP00000243167	2	4	23	18	1737
1020	ENSP00000247001	1	8	29	25	1935
1021	ENSP00000245934	0	11	39	65	3993
1022	ENSP00000249647	0	0	3	1	633
1023	ENSP00000242784	0	0	1	1	630
1024	ENSP00000246006	13	8	78	48	1956
1025	ENSP00000247003	0	4	33	22	1449
1026	ENSP00000243056	0	2	18	10	990
1027	ENSP00000248668	2	6	18	23	2316
1028	ENSP00000241051	2	4	30	14	1533
1029	ENSP00000246071	1	5	0	0	675
1030	ENSP00000241261	4	3	21	11	915
1031	ENSP00000243326	18	17	0	0	7728
1032	ENSP00000248706	1	2	12	17	744
1033	ENSP00000242728	0	1	11	15	1446
1034	ENSP00000246151	1	0	2	4	636
1035	ENSP00000247225	4	2	19	13	1449
1036	ENSP00000246533	8	6	9	13	969
1037	ENSP00000249501	0	1	22	11	1230
1038	ENSP00000245810	2	2	10	6	468
1039	ENSP00000240361	17	14	0	0	4788
1040	ENSP00000249442	0	1	5	4	789
1041	ENSP00000248211	0	1	18	9	1776
1042	ENSP00000248306	3	5	33	15	2172
1043	ENSP00000245957	4	4	58	16	3711
1044	ENSP00000242465	2	1	22	6	504
1045	ENSP00000244061	0	2	9	5	720
1046	ENSP00000246024	0	6	23	10	1131
1047	ENSP00000245544	10	9	23	18	2109
1048	ENSP00000246194	3	3	0	0	921
1049	ENSP00000244241	1	4	28	15	591
1050	ENSP00000244314	0	4	28	26	1389
1051	ENSP00000246794	4	2	15	1	612
1052	ENSP00000249750	2	7	2	2	1674
1053	ENSP00000249887	3	3	26	13	1050
1054	ENSP00000245121	4	6	22	16	1614
1055	ENSP00000246891	2	1	19	2	555
1056	ENSP00000242827	2	1	3	2	618
1057	ENSP00000242729	1	3	3	6	729
1058	ENSP00000248553	0	1	17	15	675
1059	ENSP00000244230	6	2	57	18	2046
1060	ENSP00000249700	1	2	20	9	1053
1061	ENSP00000246532	0	2	15	7	1080
1062	ENSP00000246792	0	1	16	15	654
1063	ENSP00000249016	1	1	18	12	1269
1064	ENSP00000240306	1	3	11	6	720
1065	ENSP00000242108	3	10	34	25	1707
1066	ENSP00000240687	4	2	37	10	975
1067	ENSP00000246957	5	14	74	23	2277
1068	ENSP00000249910	3	6	28	6	1743
1069	ENSP00000242351	22	7	37	24	3153
1070	ENSP00000240874	1	15	2	3	9042
1071	ENSP00000247843	0	1	0	3	681
1072	ENSP00000243563	1	1	2	1	846
1073	ENSP00000249363	0	6	22	34	2073
1074	ENSP00000245457	1	1	8	19	1074
1075	ENSP00000243578	0	1	14	10	525
1076	ENSP00000248114	2	1	9	5	618
1077	ENSP00000246105	0	0	16	7	549
1078	ENSP00000246551	1	1	6	4	279
1079	ENSP00000245923	4	2	33	19	1671
1080	ENSP00000246914	7	7	42	28	4062
1081	ENSP00000243103	2	2	11	15	846
1082	ENSP00000248098	1	0	1	3	654
1083	ENSP00000248572	0	1	3	2	222
1084	ENSP00000245304	1	0	2	1	591
1085	ENSP00000247665	0	1	0	1	462
1086	ENSP00000243457	0	5	0	0	1281
1087	ENSP00000247470	2	2	10	8	585
1088	ENSP00000246069	0	0	2	4	495
1089	ENSP00000244007	1	9	41	47	4020
1090	ENSP00000246229	1	3	14	20	1488
1091	ENSP00000244221	0	0	5	5	369
1092	ENSP00000244573	3	4	35	23	645
1093	ENSP00000244360	2	3	8	3	1260
1094	ENSP00000245787	0	2	2	2	726
1095	ENSP00000244289	10	13	65	32	3282
1096	ENSP00000249806	0	4	5	7	1296
1097	ENSP00000243440	0	1	2	2	450
1098	ENSP00000240100	1	9	12	18	1182
1099	ENSP00000249014	4	6	43	27	1176
1100	ENSP00000244051	2	3	39	23	1380
1101	ENSP00000245552	17	9	0	0	681
1102	ENSP00000246662	0	2	35	28	1881
1103	ENSP00000240123	6	9	75	30	2013
1104	ENSP00000241651	0	2	21	10	747
1105	ENSP00000245539	1	4	13	4	921
1106	ENSP00000249776	1	1	3	2	948
1107	ENSP00000247668	3	5	22	22	1674
1108	ENSP00000241502	0	4	5	2	954
1109	ENSP00000249861	2	3	17	11	792
1110	ENSP00000244520	0	0	0	6	525
1111	ENSP00000244926	3	1	12	4	270
1112	ENSP00000245255	3	6	33	27	2583
1113	ENSP00000249075	0	1	13	15	606
1114	ENSP00000242719	0	0	1	9	462
1115	ENSP00000245312	1	5	55	27	1077
1116	ENSP00000242375	0	3	0	0	978
1117	ENSP00000246112	3	2	12	23	1788
1118	ENSP00000240328	0	5	28	31	2136
1119	ENSP00000245932	3	5	29	22	1140
1120	ENSP00000245105	14	27	153	93	4197
1121	ENSP00000242591	1	1	0	0	2106
1122	ENSP00000248150	0	1	10	8	201
1123	ENSP00000247161	1	4	7	11	1395
1124	ENSP00000246672	0	2	37	15	1842
1125	ENSP00000243706	2	4	5	3	1809
1126	ENSP00000246186	0	3	23	27	2184
1127	ENSP00000247219	1	0	29	18	1125
1128	ENSP00000249079	2	3	0	0	786
1129	ENSP00000244869	0	3	9	11	666
1130	ENSP00000240423	10	6	39	21	2235
1131	ENSP00000248948	2	0	2	3	369
1132	ENSP00000248929	1	8	51	39	2274
1133	ENSP00000246841	1	16	48	65	2022
1134	ENSP00000247194	2	6	24	12	1062
1135	ENSP00000241256	0	3	11	6	1098
1136	ENSP00000244050	3	0	11	14	792
1137	ENSP00000248248	2	6	27	15	1650
1138	ENSP00000240285	0	3	8	5	1023
1139	ENSP00000245907	5	5	19	24	5181
1140	ENSP00000242462	2	3	18	6	642
1141	ENSP00000246657	0	3	8	15	1134
1142	ENSP00000242249	1	2	8	5	456
1143	ENSP00000245908	2	10	15	4	1728
1144	ENSP00000243045	1	1	9	6	459
1145	ENSP00000245206	0	4	34	12	1290
1146	ENSP00000240587	1	19	71	55	3243
1147	ENSP00000245222	1	2	16	17	2142
1148	ENSP00000247178	0	0	31	16	1476
1149	ENSP00000243997	1	0	4	1	159
1150	ENSP00000244711	0	1	0	0	558
1151	ENSP00000245960	4	7	3	4	1740
1152	ENSP00000248444	4	11	60	26	2517
1153	ENSP00000242994	0	5	23	11	993
1154	ENSP00000245503	5	19	85	42	5823
1155	ENSP00000241463	0	0	16	12	726
1156	ENSP00000248933	16	20	0	0	3240
1157	ENSP00000242480	0	5	23	18	1428
1158	ENSP00000244930	2	0	8	3	318
1159	ENSP00000242505	5	1	28	16	1962
1160	ENSP00000247986	11	18	0	0	3087
1161	ENSP00000245796	10	14	33	17	3327
1162	ENSP00000243662	0	2	18	6	633
1163	ENSP00000244527	6	2	34	12	1551
1164	ENSP00000243108	0	0	3	2	705
1165	ENSP00000246554	0	0	2	2	258
1166	ENSP00000240079	1	1	2	1	678
1167	ENSP00000243344	4	10	73	30	3948
1168	ENSP00000244769	5	7	53	65	2499
1169	ENSP00000245812	0	2	18	4	663
1170	ENSP00000243924	0	0	19	8	351
1171	ENSP00000248846	43	35	78	62	6165
1172	ENSP00000243644	4	10	44	21	1596
1173	ENSP00000247026	4	1	29	15	1674
1174	ENSP00000249389	0	0	35	19	1044
1175	ENSP00000249071	1	3	6	17	621
1176	ENSP00000247815	5	8	72	44	3261
1177	ENSP00000242285	0	0	0	0	744
1178	ENSP00000247191	13	5	0	0	2784
1179	ENSP00000243298	0	0	3	5	603
1180	ENSP00000244217	1	0	6	4	528
1181	ENSP00000243052	1	0	7	5	1668
1182	ENSP00000245543	0	4	14	3	594
1183	ENSP00000241041	3	1	5	1	1104
1184	ENSP00000242067	1	2	14	20	2709
1185	ENSP00000248901	5	9	7	13	1257
1186	ENSP00000243776	4	9	54	33	2325
1187	ENSP00000243347	1	0	14	4	831
1188	ENSP00000243938	0	3	0	0	732
1189	ENSP00000246646	4	3	59	35	1437
1190	ENSP00000245680	3	7	31	5	1569
1191	ENSP00000241014	2	6	33	31	2274
1192	ENSP00000246801	5	3	45	17	1776
1193	ENSP00000240662	0	2	8	12	1272
1194	ENSP00000244763	2	2	2	0	894
1195	ENSP00000249269	2	3	31	11	1530
1196	ENSP00000259963	2	1	14	20	1239
1197	ENSP00000259037	0	2	4	1	567
1198	ENSP00000258729	0	3	15	15	1737
1199	ENSP00000251472	3	27	30	40	4803
1200	ENSP00000253381	3	1	16	7	369
1201	ENSP00000256458	5	3	54	30	1875
1202	ENSP00000257177	2	2	14	11	5055
1203	ENSP00000250699	3	4	43	12	1350
1204	ENSP00000252825	6	1	48	20	2415
1205	ENSP00000258494	3	8	47	32	2874
1206	ENSP00000254846	4	9	67	47	5070
1207	ENSP00000254900	4	5	17	13	4035
1208	ENSP00000256383	0	1	6	5	945
1209	ENSP00000256797	7	9	5	1	2922
1210	ENSP00000255641	0	0	0	1	1473
1211	ENSP00000256538	1	2	12	2	1008
1212	ENSP00000257181	0	2	7	6	1038
1213	ENSP00000250498	0	1	4	1	339
1214	ENSP00000257787	0	1	3	4	663
1215	ENSP00000259608	0	4	18	11	588
1216	ENSP00000254336	7	3	0	0	2016
1217	ENSP00000251691	2	18	102	67	6633
1218	ENSP00000253861	1	10	29	21	2922
1219	ENSP00000252840	6	9	36	25	1293
1220	ENSP00000258381	7	5	56	31	2139
1221	ENSP00000258654	0	10	38	18	2484
1222	ENSP00000257829	1	9	41	28	3228
1223	ENSP00000256015	0	0	7	5	513
1224	ENSP00000257359	4	7	49	31	2862
1225	ENSP00000258214	3	5	27	12	1902
1226	ENSP00000258034	4	6	40	27	1011
1227	ENSP00000253382	3	2	0	0	2157
1228	ENSP00000257915	0	1	3	5	1554
1229	ENSP00000258742	4	2	18	7	1344
1230	ENSP00000252602	0	1	0	0	552
1231	ENSP00000251646	3	12	31	10	1290
1232	ENSP00000258173	2	4	9	12	1173
1233	ENSP00000254250	0	1	5	6	765
1234	ENSP00000250018	2	0	22	14	1332
1235	ENSP00000251343	3	4	30	19	2034
1236	ENSP00000258428	5	14	0	0	3753
1237	ENSP00000258341	7	14	100	69	4827
1238	ENSP00000258613	4	8	4	3	2559
1239	ENSP00000258484	2	3	20	12	2421
1240	ENSP00000255389	4	3	4	1	708
1241	ENSP00000254657	1	11	91	74	3765
1242	ENSP00000257910	3	3	5	1	642
1243	ENSP00000259239	2	6	22	10	873
1244	ENSP00000257347	8	1	64	34	1692
1245	ENSP00000254108	2	5	25	27	1605
1246	ENSP00000257566	2	8	0	0	2277
1247	ENSP00000253669	10	8	38	26	1230
1248	ENSP00000256429	0	1	10	6	1632
1249	ENSP00000253144	2	9	0	0	1389
1250	ENSP00000256319	0	2	4	3	420
1251	ENSP00000258083	0	2	12	7	732
1252	ENSP00000259711	0	17	17	13	5571
1253	ENSP00000254770	0	2	29	18	1350
1254	ENSP00000253699	5	6	46	20	2352
1255	ENSP00000251993	1	5	0	0	1287
1256	ENSP00000253099	2	1	0	0	1266
1257	ENSP00000256190	9	16	86	39	5547
1258	ENSP00000257981	3	6	55	55	3249
1259	ENSP00000259241	0	6	26	28	1362
1260	ENSP00000259632	0	1	0	0	675
1261	ENSP00000253024	0	5	10	12	2508
1262	ENSP00000257904	0	1	8	7	960
1263	ENSP00000259339	1	3	20	15	1008
1264	ENSP00000250113	1	1	25	17	2157
1265	ENSP00000253727	0	8	0	0	1449
1266	ENSP00000250111	0	4	6	3	870
1267	ENSP00000252939	2	3	10	10	702
1268	ENSP00000254801	2	1	13	5	477
1269	ENSP00000251566	9	6	40	8	1581
1270	ENSP00000254816	1	10	21	18	1926
1271	ENSP00000256104	0	1	4	5	396
1272	ENSP00000257789	3	1	1	0	2208
1273	ENSP00000259486	4	8	50	33	2841
1274	ENSP00000253079	6	5	42	16	2100
