Query	pongo_abelii	pan_troglodytes	pan_paniscus	gorilla_gorilla
ENSP00000386643	NA	NA	NA	NA
ENSP00000455500	NA	NA	NA	NA
ENSP00000455502	NA	NA	NA	NA
ENSP00000455503	NA	NA	NA	NA
ENSP00000455504	NA	NA	NA	NA
ENSP00000386640	NA	NA	NA	NA
ENSP00000455506	NA	NA	NA	NA
ENSP00000455507	ENSPPYP00000000139	ENSPTRP00000068118	ENSPPAP00000034144	ENSGGOP00000037890
ENSP00000439218	NA	NA	NA	NA
ENSP00000439217	NA	NA	NA	NA
ENSP00000427416	NA	NA	NA	NA
ENSP00000439212	NA	NA	NA	NA
ENSP00000386647	ENSPPYP00000014498	ENSPTRP00000049012	ENSPPAP00000029331	ENSGGOP00000010790
ENSP00000324491	NA	NA	NA	NA
ENSP00000485526	ENSPPYP00000003990	ENSPTRP00000090826	ENSPPAP00000000709	ENSGGOP00000028111
ENSP00000386645	NA	NA	NA	NA
ENSP00000458057	NA	NA	NA	NA
ENSP00000442620	NA	NA	NA	NA
ENSP00000392770	NA	NA	NA	NA
ENSP00000442625	NA	NA	NA	NA
ENSP00000379441	ENSPPYP00000017425	ENSPTRP00000029153	ENSPPAP00000029493	ENSGGOP00000019835
ENSP00000442629	NA	NA	NA	NA
ENSP00000458051	NA	NA	NA	NA
ENSP00000405547	NA	NA	NA	NA
ENSP00000405546	NA	NA	NA	NA
ENSP00000405541	NA	NA	NA	NA
ENSP00000379448	NA	NA	NA	NA
ENSP00000430729	NA	NA	NA	NA
ENSP00000392775	NA	NA	NA	NA
ENSP00000404635	NA	NA	NA	NA
ENSP00000404637	NA	NA	NA	NA
ENSP00000404631	NA	NA	NA	NA
ENSP00000404632	NA	NA	NA	NA
ENSP00000404633	NA	NA	NA	NA
ENSP00000356455	NA	NA	NA	NA
ENSP00000356452	NA	NA	NA	NA
ENSP00000356453	NA	NA	NA	NA
ENSP00000356450	NA	NA	NA	NA
ENSP00000293604	ENSPPYP00000018351	ENSPTRP00000030598	ENSPPAP00000017070	ENSGGOP00000018439
ENSP00000440662	NA	NA	NA	NA
ENSP00000440661	NA	NA	NA	NA
ENSP00000440660	NA	NA	NA	NA
ENSP00000440666	NA	NA	NA	NA
ENSP00000440665	NA	NA	NA	NA
ENSP00000356459	NA	NA	NA	NA
ENSP00000312403	NA	ENSPTRP00000047780	ENSPPAP00000004655	NA
ENSP00000312402	NA	NA	NA	NA
ENSP00000312408	NA	NA	NA	NA
ENSP00000349918	NA	NA	NA	NA
ENSP00000382731	NA	NA	NA	NA
ENSP00000255784	ENSPPYP00000013257	ENSPTRP00000024866	ENSPPAP00000015987	ENSGGOP00000027033
ENSP00000427600	NA	NA	NA	NA
ENSP00000456855	NA	NA	NA	NA
ENSP00000456854	NA	NA	NA	NA
ENSP00000456853	NA	NA	NA	NA
ENSP00000456852	NA	NA	NA	NA
ENSP00000456851	ENSPPYP00000007306	ENSPTRP00000089111	ENSPPAP00000000454	ENSGGOP00000046913
ENSP00000456850	NA	ENSPTRP00000067218	ENSPPAP00000036431	ENSGGOP00000033948
ENSP00000456858	NA	NA	NA	NA
ENSP00000483293	ENSPPYP00000021941	ENSPTRP00000036451	ENSPPAP00000001221	ENSGGOP00000016595
ENSP00000483292	NA	NA	NA	NA
ENSP00000420543	NA	NA	NA	NA
ENSP00000245960	ENSPPYP00000012075	ENSPTRP00000041347	ENSPPAP00000029269	ENSGGOP00000011177
ENSP00000368567	NA	NA	NA	NA
ENSP00000368566	ENSPPYP00000017616	ENSPTRP00000092561	ENSPPAP00000035131	ENSGGOP00000040719
ENSP00000368565	ENSPPYP00000020044	ENSPTRP00000047719	ENSPPAP00000014291	ENSGGOP00000004379
ENSP00000368564	NA	NA	NA	NA
ENSP00000325722	NA	NA	NA	NA
ENSP00000494173	NA	NA	NA	NA
ENSP00000305151	ENSPPYP00000017909	ENSPTRP00000067662	ENSPPAP00000011787	ENSGGOP00000001165
ENSP00000494170	NA	NA	NA	NA
ENSP00000452147	NA	NA	NA	NA
ENSP00000491354	NA	NA	NA	NA
ENSP00000440087	NA	NA	ENSPPAP00000005562	ENSGGOP00000049133
ENSP00000440086	NA	NA	NA	NA
ENSP00000263062	ENSPPYP00000002555	ENSPTRP00000004091	ENSPPAP00000018905	ENSGGOP00000007911
ENSP00000263063	ENSPPYP00000002544	ENSPTRP00000057782	ENSPPAP00000031368	ENSGGOP00000009126
ENSP00000075322	NA	NA	NA	NA
ENSP00000491357	NA	NA	NA	NA
ENSP00000440081	NA	NA	NA	NA
ENSP00000494177	NA	NA	NA	NA
ENSP00000426281	NA	NA	NA	NA
ENSP00000426280	NA	NA	NA	NA
ENSP00000426283	NA	NA	NA	NA
ENSP00000426282	NA	NA	NA	NA
ENSP00000426285	NA	NA	NA	NA
ENSP00000426284	NA	NA	NA	NA
ENSP00000426287	NA	NA	NA	NA
ENSP00000426286	NA	NA	NA	NA
ENSP00000426289	NA	NA	NA	NA
ENSP00000426288	NA	NA	NA	NA
ENSP00000318066	ENSPPYP00000018644	ENSPTRP00000031157	ENSPPAP00000018113	ENSGGOP00000007305
ENSP00000300258	ENSPPYP00000012684	ENSPTRP00000055314	ENSPPAP00000001638	ENSGGOP00000028947
ENSP00000491353	NA	NA	NA	NA
ENSP00000375798	NA	NA	NA	NA
ENSP00000300255	ENSPPYP00000012682	ENSPTRP00000023845	ENSPPAP00000001322	ENSGGOP00000005673
ENSP00000367863	NA	NA	NA	NA
ENSP00000367861	NA	NA	NA	NA
ENSP00000367867	NA	NA	NA	NA
ENSP00000367866	NA	NA	NA	NA
ENSP00000367865	NA	NA	NA	NA
ENSP00000367864	NA	NA	NA	NA
ENSP00000367868	NA	NA	NA	NA
ENSP00000345351	NA	NA	NA	NA
ENSP00000345350	NA	NA	NA	NA
ENSP00000345352	NA	NA	NA	NA
ENSP00000345359	ENSPPYP00000015036	ENSPTRP00000051087	ENSPPAP00000007051	ENSGGOP00000000173
ENSP00000345358	NA	NA	NA	NA
ENSP00000489073	NA	NA	NA	NA
ENSP00000420118	NA	NA	NA	NA
ENSP00000453979	NA	NA	NA	NA
ENSP00000392113	NA	NA	NA	NA
ENSP00000392111	NA	NA	NA	NA
ENSP00000392117	NA	NA	NA	NA
ENSP00000484819	NA	NA	NA	NA
ENSP00000392115	NA	NA	NA	NA
ENSP00000392114	NA	NA	NA	NA
ENSP00000400025	NA	NA	NA	NA
ENSP00000400024	NA	NA	NA	NA
ENSP00000400027	NA	NA	NA	NA
ENSP00000392118	NA	NA	NA	NA
ENSP00000484810	NA	NA	NA	NA
ENSP00000484811	NA	NA	NA	NA
ENSP00000400023	NA	NA	NA	NA
ENSP00000484813	NA	NA	NA	NA
ENSP00000420113	NA	NA	NA	NA
ENSP00000389587	NA	NA	NA	NA
ENSP00000496848	ENSPPYP00000019301	ENSPTRP00000030772	ENSPPAP00000008383	ENSGGOP00000010658
ENSP00000496849	NA	NA	NA	NA
ENSP00000348668	NA	NA	NA	NA
ENSP00000496840	NA	NA	NA	NA
ENSP00000496841	NA	NA	NA	NA
ENSP00000496842	ENSPPYP00000023512	ENSPTRP00000031497	ENSPPAP00000007787	ENSGGOP00000012632
ENSP00000496843	NA	NA	NA	NA
ENSP00000496844	NA	NA	NA	NA
ENSP00000348667	NA	NA	NA	NA
ENSP00000496847	NA	NA	NA	NA
ENSP00000416088	NA	NA	NA	NA
ENSP00000420115	NA	NA	NA	NA
ENSP00000410245	NA	NA	NA	NA
ENSP00000341581	NA	NA	ENSPPAP00000006286	ENSGGOP00000023222
ENSP00000341583	NA	NA	NA	NA
ENSP00000341584	NA	NA	NA	NA
ENSP00000307607	NA	NA	NA	NA
ENSP00000416082	NA	NA	NA	NA
ENSP00000416083	NA	NA	NA	NA
ENSP00000421770	NA	NA	NA	NA
ENSP00000421771	NA	NA	NA	NA
ENSP00000421772	NA	NA	NA	NA
ENSP00000421773	NA	NA	NA	NA
ENSP00000421774	NA	NA	NA	NA
ENSP00000465537	NA	NA	NA	NA
ENSP00000421776	NA	NA	NA	NA
ENSP00000421777	NA	NA	NA	NA
ENSP00000421778	NA	NA	NA	NA
ENSP00000421779	NA	NA	NA	NA
ENSP00000465538	NA	NA	NA	NA
ENSP00000465539	NA	NA	NA	NA
ENSP00000417937	NA	NA	NA	NA
ENSP00000417936	NA	NA	NA	NA
ENSP00000417934	NA	NA	NA	NA
ENSP00000417932	NA	NA	NA	NA
ENSP00000417931	NA	NA	NA	NA
ENSP00000417930	NA	NA	NA	NA
ENSP00000432182	NA	NA	NA	NA
ENSP00000417939	NA	NA	NA	NA
ENSP00000492691	NA	NA	NA	NA
ENSP00000492690	NA	NA	NA	NA
ENSP00000492693	NA	NA	NA	NA
ENSP00000492692	ENSPPYP00000005507	ENSPTRP00000068870	ENSPPAP00000043099	ENSGGOP00000013756
ENSP00000492694	NA	NA	NA	NA
ENSP00000492697	NA	NA	NA	NA
ENSP00000492698	NA	NA	NA	NA
ENSP00000267845	ENSPPYP00000007330	ENSPTRP00000012071	ENSPPAP00000030165	ENSGGOP00000023856
ENSP00000262518	NA	NA	NA	NA
ENSP00000457270	NA	NA	NA	NA
ENSP00000476088	NA	NA	NA	NA
ENSP00000486799	NA	NA	NA	NA
ENSP00000340454	ENSPPYP00000016684	ENSPTRP00000053403	ENSPPAP00000014104	ENSGGOP00000004467
ENSP00000407550	NA	NA	NA	NA
ENSP00000407551	NA	NA	NA	NA
ENSP00000407552	ENSPPYP00000008970	ENSPTRP00000014931	ENSPPAP00000042507	ENSGGOP00000012628
ENSP00000407553	NA	NA	NA	NA
ENSP00000265154	NA	NA	NA	NA
ENSP00000341324	ENSPPYP00000017575	ENSPTRP00000029375	ENSPPAP00000025431	ENSGGOP00000007557
ENSP00000341325	NA	NA	NA	NA
ENSP00000341327	NA	NA	NA	NA
ENSP00000413308	NA	NA	NA	NA
ENSP00000413309	NA	NA	NA	NA
ENSP00000457279	NA	NA	NA	NA
ENSP00000349131	ENSPPYP00000019027	ENSPTRP00000031716	ENSPPAP00000002205	ENSGGOP00000020630
ENSP00000305372	ENSPPYP00000017819	ENSPTRP00000029722	ENSPPAP00000027026	ENSGGOP00000005329
ENSP00000413302	NA	NA	NA	NA
ENSP00000413304	NA	NA	NA	NA
ENSP00000305810	ENSPPYP00000016308	NA	NA	NA
ENSP00000413306	NA	NA	NA	NA
ENSP00000413307	NA	NA	NA	NA
ENSP00000476087	NA	NA	NA	NA
ENSP00000483125	ENSPPYP00000002099	ENSPTRP00000082258	ENSPPAP00000036351	ENSGGOP00000014889
ENSP00000442357	NA	NA	NA	NA
ENSP00000430400	NA	NA	NA	NA
ENSP00000476085	NA	NA	NA	NA
ENSP00000483127	NA	NA	NA	NA
ENSP00000306549	NA	NA	NA	NA
ENSP00000483126	NA	NA	NA	NA
ENSP00000306548	ENSPPYP00000021146	ENSPTRP00000035133	ENSPPAP00000041965	ENSGGOP00000023194
ENSP00000384352	NA	NA	NA	NA
ENSP00000384353	NA	NA	NA	NA
ENSP00000436871	NA	NA	NA	NA
ENSP00000384356	NA	NA	NA	NA
ENSP00000484342	ENSPPYP00000014341	ENSPTRP00000072959	ENSPPAP00000041190	ENSGGOP00000038420
ENSP00000384354	NA	NA	NA	NA
ENSP00000436874	NA	NA	NA	NA
ENSP00000493560	ENSPPYP00000007404	ENSPTRP00000084470	ENSPPAP00000012252	ENSGGOP00000047466
ENSP00000395232	ENSPPYP00000019072	ENSPTRP00000031813	ENSPPAP00000036114	ENSGGOP00000008800
ENSP00000395231	NA	NA	NA	NA
ENSP00000493563	NA	NA	NA	NA
ENSP00000493564	NA	NA	NA	NA
ENSP00000395236	NA	NA	NA	NA
ENSP00000493566	NA	NA	NA	NA
ENSP00000395234	NA	NA	NA	NA
ENSP00000493569	NA	NA	NA	NA
ENSP00000395239	NA	NA	NA	NA
ENSP00000427762	NA	NA	NA	NA
ENSP00000494699	NA	NA	NA	NA
ENSP00000494698	NA	NA	NA	NA
ENSP00000494693	NA	NA	NA	NA
ENSP00000494692	NA	NA	NA	NA
ENSP00000257177	ENSPPYP00000001566	ENSPTRP00000070730	ENSPPAP00000029494	ENSGGOP00000009673
ENSP00000494690	NA	NA	NA	NA
ENSP00000494697	ENSPPYP00000016394	ENSPTRP00000065775	ENSPPAP00000038258	ENSGGOP00000027610
ENSP00000494696	NA	NA	NA	NA
ENSP00000494695	NA	NA	NA	NA
ENSP00000456066	NA	NA	NA	NA
ENSP00000456067	NA	NA	NA	NA
ENSP00000456065	NA	NA	NA	NA
ENSP00000456062	NA	NA	NA	NA
ENSP00000456063	NA	NA	NA	NA
ENSP00000385211	NA	NA	NA	NA
ENSP00000456068	NA	NA	NA	NA
ENSP00000485776	NA	NA	NA	NA
ENSP00000265056	ENSPPYP00000015037	ENSPTRP00000026448	ENSPPAP00000001971	ENSGGOP00000014507
ENSP00000389588	ENSPPYP00000015073	ENSPTRP00000026378	ENSPPAP00000009483	ENSGGOP00000007442
ENSP00000265052	ENSPPYP00000015033	ENSPTRP00000071389	ENSPPAP00000039052	ENSGGOP00000044725
ENSP00000485771	NA	NA	NA	NA
ENSP00000305995	ENSPPYP00000018675	ENSPTRP00000031205	ENSPPAP00000001246	ENSGGOP00000042027
ENSP00000485778	NA	NA	NA	NA
ENSP00000485779	NA	NA	NA	NA
ENSP00000424610	NA	NA	NA	NA
ENSP00000424611	NA	NA	NA	NA
ENSP00000424612	NA	NA	NA	NA
ENSP00000424613	NA	NA	NA	NA
ENSP00000227378	NA	NA	NA	NA
ENSP00000424615	NA	NA	NA	NA
ENSP00000424616	NA	NA	NA	NA
ENSP00000460015	NA	NA	NA	NA
ENSP00000424618	NA	NA	NA	NA
ENSP00000424619	NA	NA	NA	NA
ENSP00000382987	NA	NA	NA	NA
ENSP00000382981	NA	NA	NA	NA
ENSP00000382982	ENSPPYP00000022337	ENSPTRP00000039096	ENSPPAP00000009699	NA
ENSP00000414657	ENSPPYP00000021066	ENSPTRP00000093845	ENSPPAP00000018793	ENSGGOP00000006570
ENSP00000414656	NA	NA	NA	NA
ENSP00000414655	NA	NA	NA	NA
ENSP00000414651	NA	NA	NA	NA
ENSP00000414650	NA	NA	NA	NA
ENSP00000492017	NA	NA	NA	NA
ENSP00000414658	NA	NA	NA	NA
ENSP00000473246	NA	NA	NA	NA
ENSP00000408399	NA	NA	NA	NA
ENSP00000473242	NA	NA	NA	NA
ENSP00000473241	NA	NA	NA	NA
ENSP00000473240	NA	NA	NA	NA
ENSP00000408393	NA	NA	NA	NA
ENSP00000408392	NA	NA	NA	NA
ENSP00000473248	NA	NA	NA	NA
ENSP00000385409	NA	NA	NA	NA
ENSP00000385408	NA	NA	NA	NA
ENSP00000494039	NA	NA	NA	NA
ENSP00000494038	NA	NA	NA	NA
ENSP00000385400	NA	NA	NA	NA
ENSP00000385403	NA	NA	NA	NA
ENSP00000385402	NA	NA	NA	NA
ENSP00000494033	NA	NA	NA	NA
ENSP00000385404	NA	NA	NA	NA
ENSP00000494031	NA	NA	NA	NA
ENSP00000385406	NA	NA	NA	NA
ENSP00000470912	NA	NA	NA	NA
ENSP00000376497	NA	NA	NA	NA
ENSP00000470916	NA	NA	NA	NA
ENSP00000436448	NA	NA	NA	NA
ENSP00000470915	NA	NA	NA	NA
ENSP00000470919	NA	NA	NA	NA
ENSP00000376499	NA	NA	NA	NA
ENSP00000461947	NA	NA	NA	NA
ENSP00000479895	NA	NA	NA	NA
ENSP00000479896	NA	NA	NA	NA
ENSP00000461944	NA	NA	NA	NA
ENSP00000479890	NA	NA	NA	NA
ENSP00000461942	NA	NA	NA	NA
ENSP00000461941	NA	NA	NA	NA
ENSP00000310785	NA	NA	NA	NA
ENSP00000476543	NA	NA	NA	NA
ENSP00000476547	NA	NA	NA	NA
ENSP00000476546	NA	NA	NA	NA
ENSP00000476544	NA	NA	NA	NA
ENSP00000459113	NA	NA	NA	NA
ENSP00000401417	NA	NA	NA	NA
ENSP00000459119	NA	NA	NA	NA
ENSP00000477495	NA	NA	NA	NA
ENSP00000477492	NA	NA	NA	NA
ENSP00000477493	NA	NA	NA	NA
ENSP00000495122	NA	NA	NA	NA
ENSP00000495123	NA	NA	NA	NA
ENSP00000495121	NA	NA	NA	NA
ENSP00000495126	NA	NA	NA	NA
ENSP00000495124	NA	NA	NA	NA
ENSP00000495125	NA	NA	NA	NA
ENSP00000471379	NA	NA	NA	NA
ENSP00000495128	NA	NA	NA	NA
ENSP00000495129	NA	NA	NA	NA
ENSP00000233121	ENSPPYP00000014037	ENSPTRP00000020180	ENSPPAP00000024798	ENSGGOP00000042051
ENSP00000308067	NA	NA	NA	NA
ENSP00000493785	NA	NA	NA	NA
ENSP00000303908	ENSPPYP00000015459	ENSPTRP00000025882	ENSPPAP00000019837	ENSGGOP00000015442
ENSP00000303909	ENSPPYP00000008749	ENSPTRP00000014533	ENSPPAP00000013662	ENSGGOP00000016498
ENSP00000420614	NA	NA	NA	NA
ENSP00000420615	NA	NA	NA	NA
ENSP00000420616	ENSPPYP00000015849	ENSPTRP00000072222	ENSPPAP00000016541	ENSGGOP00000050259
ENSP00000420617	ENSPPYP00000016014	ENSPTRP00000026922	ENSPPAP00000042476	ENSGGOP00000009148
ENSP00000420610	ENSPPYP00000018109	ENSPTRP00000030197	ENSPPAP00000014277	ENSGGOP00000043845
ENSP00000409272	NA	NA	NA	NA
ENSP00000420612	ENSPPYP00000015914	ENSPTRP00000072375	ENSPPAP00000012690	ENSGGOP00000020362
ENSP00000409270	NA	NA	NA	NA
ENSP00000420618	NA	NA	NA	NA
ENSP00000420619	NA	NA	NA	NA
ENSP00000409279	ENSPPYP00000016866	ENSPTRP00000028295	ENSPPAP00000006985	NA
ENSP00000371143	NA	NA	NA	NA
ENSP00000371141	NA	NA	NA	NA
ENSP00000371147	NA	NA	NA	NA
ENSP00000473566	NA	NA	NA	NA
ENSP00000371149	NA	NA	NA	NA
ENSP00000492018	NA	NA	NA	NA
ENSP00000473567	NA	NA	NA	NA
ENSP00000372488	NA	NA	NA	NA
ENSP00000372482	ENSPPYP00000007806	ENSPTRP00000012853	NA	ENSGGOP00000008308
ENSP00000473565	NA	NA	NA	NA
ENSP00000372484	NA	NA	NA	NA
ENSP00000495784	NA	NA	NA	NA
ENSP00000495783	NA	NA	NA	NA
ENSP00000259239	ENSPPYP00000014966	ENSPTRP00000021316	ENSPPAP00000011320	ENSGGOP00000001570
ENSP00000370430	ENSPPYP00000022491	ENSPTRP00000037075	ENSPPAP00000037214	ENSGGOP00000005316
ENSP00000221922	ENSPPYP00000011374	NA	ENSPPAP00000027579	ENSGGOP00000035432
ENSP00000482391	NA	NA	NA	NA
ENSP00000381402	NA	NA	NA	NA
ENSP00000411058	NA	NA	NA	NA
ENSP00000496470	NA	NA	NA	NA
ENSP00000496473	NA	NA	NA	NA
ENSP00000496472	NA	NA	NA	NA
ENSP00000496475	NA	NA	NA	NA
ENSP00000496474	NA	NA	NA	NA
ENSP00000496476	NA	NA	NA	NA
ENSP00000496479	NA	NA	NA	NA
ENSP00000433512	NA	NA	NA	NA
ENSP00000433511	ENSPPYP00000018008	ENSPTRP00000084449	ENSPPAP00000036615	ENSGGOP00000043010
ENSP00000389231	NA	NA	NA	NA
ENSP00000433517	NA	NA	NA	NA
ENSP00000389237	NA	NA	NA	NA
ENSP00000433515	NA	NA	NA	NA
ENSP00000433514	NA	NA	NA	NA
ENSP00000497780	NA	NA	NA	NA
ENSP00000497781	NA	NA	NA	NA
ENSP00000497782	NA	NA	NA	NA
ENSP00000327055	NA	NA	NA	NA
ENSP00000497784	NA	ENSPTRP00000014868	ENSPPAP00000003235	ENSGGOP00000005620
ENSP00000497785	NA	NA	NA	NA
ENSP00000497786	NA	NA	NA	NA
ENSP00000497787	NA	NA	NA	NA
ENSP00000497788	ENSPPYP00000019004	ENSPTRP00000066795	ENSPPAP00000025164	ENSGGOP00000010267
ENSP00000497789	NA	NA	NA	NA
ENSP00000436049	ENSPPYP00000003882	ENSPTRP00000006042	ENSPPAP00000012684	ENSGGOP00000002754
ENSP00000436042	NA	NA	NA	ENSGGOP00000027728
ENSP00000436043	NA	NA	NA	NA
ENSP00000436040	NA	NA	NA	NA
ENSP00000436041	NA	NA	NA	NA
ENSP00000436046	NA	NA	NA	NA
ENSP00000436047	ENSPPYP00000004630	ENSPTRP00000007620	ENSPPAP00000012243	ENSGGOP00000026297
ENSP00000436044	NA	NA	NA	NA
ENSP00000436045	NA	NA	NA	NA
ENSP00000435582	ENSPPYP00000003777	ENSPTRP00000040759	ENSPPAP00000001620	ENSGGOP00000014011
ENSP00000435583	NA	NA	NA	NA
ENSP00000435580	NA	NA	NA	NA
ENSP00000435581	NA	NA	NA	NA
ENSP00000435586	NA	NA	NA	NA
ENSP00000357440	ENSPPYP00000019006	ENSPTRP00000073632	ENSPPAP00000021561	ENSGGOP00000026914
ENSP00000435584	NA	NA	NA	NA
ENSP00000435585	NA	ENSPTRP00000072317	ENSPPAP00000023529	ENSGGOP00000027952
ENSP00000435588	NA	NA	NA	NA
ENSP00000435589	NA	NA	NA	NA
ENSP00000366226	NA	NA	NA	NA
ENSP00000366227	NA	NA	NA	NA
ENSP00000366225	NA	NA	NA	NA
ENSP00000366223	ENSPPYP00000022274	ENSPTRP00000049283	ENSPPAP00000003037	ENSGGOP00000041531
ENSP00000366221	ENSPPYP00000002198	ENSPTRP00000000263	ENSPPAP00000029927	ENSGGOP00000009722
ENSP00000373167	NA	NA	NA	NA
ENSP00000373165	NA	NA	NA	NA
ENSP00000451579	NA	NA	NA	NA
ENSP00000451578	NA	NA	NA	NA
ENSP00000451575	ENSPPYP00000006928	ENSPTRP00000011370	ENSPPAP00000030947	ENSGGOP00000015039
ENSP00000451574	ENSPPYP00000006393	NA	NA	NA
ENSP00000451577	NA	NA	NA	NA
ENSP00000403625	NA	NA	NA	NA
ENSP00000451571	NA	NA	NA	NA
ENSP00000451570	NA	NA	NA	NA
ENSP00000373169	ENSPPYP00000015127	ENSPTRP00000062496	ENSPPAP00000021221	ENSGGOP00000014283
ENSP00000451572	NA	NA	NA	NA
ENSP00000474566	NA	NA	NA	NA
ENSP00000474564	NA	NA	NA	NA
ENSP00000474563	NA	NA	NA	NA
ENSP00000382179	NA	NA	NA	NA
ENSP00000474560	ENSPPYP00000016738	ENSPTRP00000062385	ENSPPAP00000022134	ENSGGOP00000034697
ENSP00000382174	NA	NA	NA	NA
ENSP00000298355	ENSPPYP00000006602	ENSPTRP00000088122	ENSPPAP00000013048	ENSGGOP00000027328
ENSP00000382177	ENSPPYP00000007352	ENSPTRP00000079651	ENSPPAP00000009953	ENSGGOP00000006259
ENSP00000298351	ENSPPYP00000006845	ENSPTRP00000011167	ENSPPAP00000023674	ENSGGOP00000006050
ENSP00000298352	ENSPPYP00000006847	ENSPTRP00000011169	ENSPPAP00000035420	ENSGGOP00000006056
ENSP00000409337	NA	NA	NA	NA
ENSP00000273963	ENSPPYP00000016649	ENSPTRP00000027924	ENSPPAP00000013791	ENSGGOP00000014290
ENSP00000203629	ENSPPYP00000004787	ENSPTRP00000042500	ENSPPAP00000007418	ENSGGOP00000003170
ENSP00000296402	NA	NA	NA	NA
ENSP00000469778	NA	NA	NA	NA
ENSP00000469779	NA	NA	NA	NA
ENSP00000381277	NA	NA	NA	NA
ENSP00000469777	NA	NA	NA	NA
ENSP00000469770	NA	NA	NA	NA
ENSP00000353002	NA	NA	NA	NA
ENSP00000461168	NA	NA	NA	NA
ENSP00000274456	NA	NA	NA	NA
ENSP00000353006	NA	NA	NA	NA
ENSP00000353007	ENSPPYP00000012409	ENSPTRP00000081701	ENSPPAP00000011675	ENSGGOP00000002101
ENSP00000353004	NA	NA	NA	NA
ENSP00000462705	NA	NA	NA	NA
ENSP00000346874	ENSPPYP00000003982	ENSPTRP00000044438	ENSPPAP00000018458	ENSGGOP00000034432
ENSP00000461162	NA	NA	NA	NA
ENSP00000461167	NA	NA	NA	NA
ENSP00000461166	NA	NA	NA	NA
ENSP00000493958	NA	NA	NA	NA
ENSP00000272793	NA	NA	NA	NA
ENSP00000272797	NA	NA	NA	NA
ENSP00000493950	NA	NA	NA	NA
ENSP00000493953	NA	NA	NA	NA
ENSP00000493952	NA	NA	NA	NA
ENSP00000493955	NA	NA	NA	NA
ENSP00000493957	NA	NA	NA	NA
ENSP00000493956	NA	NA	NA	NA
ENSP00000496363	NA	NA	NA	NA
ENSP00000388598	NA	NA	NA	NA
ENSP00000381092	NA	NA	NA	NA
ENSP00000462703	NA	NA	NA	NA
ENSP00000388722	NA	NA	NA	NA
ENSP00000339191	ENSPPYP00000020105	ENSPTRP00000033587	ENSPPAP00000027351	ENSGGOP00000022437
ENSP00000388721	NA	NA	NA	NA
ENSP00000358588	NA	NA	NA	NA
ENSP00000358589	NA	NA	NA	NA
ENSP00000428710	NA	NA	NA	NA
ENSP00000358584	NA	NA	NA	NA
ENSP00000358582	ENSPPYP00000001174	ENSPTRP00000001937	ENSPPAP00000031005	ENSGGOP00000011115
ENSP00000424995	NA	NA	NA	NA
ENSP00000358580	NA	NA	NA	NA
ENSP00000358581	NA	NA	NA	NA
ENSP00000493436	ENSPPYP00000014562	NA	NA	ENSGGOP00000015334
ENSP00000424994	NA	NA	NA	NA
ENSP00000493437	NA	NA	NA	NA
ENSP00000462708	NA	NA	NA	NA
ENSP00000436923	NA	NA	NA	NA
ENSP00000424992	NA	NA	NA	NA
ENSP00000454617	NA	NA	NA	NA
ENSP00000447853	NA	NA	NA	NA
ENSP00000447852	NA	NA	NA	NA
ENSP00000452008	NA	NA	NA	NA
ENSP00000452009	NA	NA	NA	NA
ENSP00000447857	NA	NA	NA	NA
ENSP00000454616	NA	NA	NA	NA
ENSP00000452005	NA	NA	NA	NA
ENSP00000452006	NA	NA	NA	NA
ENSP00000452007	ENSPPYP00000006807	ENSPTRP00000052565	ENSPPAP00000005897	ENSGGOP00000027362
ENSP00000452001	NA	NA	NA	NA
ENSP00000452002	NA	NA	NA	NA
ENSP00000452003	NA	NA	NA	NA
ENSP00000428009	NA	NA	NA	NA
ENSP00000204517	ENSPPYP00000007979	ENSPTRP00000063815	ENSPPAP00000020334	ENSGGOP00000000444
ENSP00000436927	NA	NA	NA	NA
ENSP00000428001	NA	NA	NA	NA
ENSP00000332415	NA	NA	NA	NA
ENSP00000428003	NA	NA	NA	NA
ENSP00000428002	ENSPPYP00000020916	ENSPTRP00000034765	ENSPPAP00000038080	ENSGGOP00000024857
ENSP00000428005	NA	NA	NA	NA
ENSP00000428004	NA	NA	NA	NA
ENSP00000428006	NA	NA	NA	NA
ENSP00000464079	NA	NA	NA	NA
ENSP00000436928	NA	NA	NA	NA
ENSP00000464070	NA	NA	NA	NA
ENSP00000464071	NA	NA	NA	NA
ENSP00000464072	NA	NA	NA	NA
ENSP00000454610	NA	NA	NA	NA
ENSP00000464074	NA	NA	NA	NA
ENSP00000464076	NA	NA	NA	NA
ENSP00000464077	NA	NA	NA	NA
ENSP00000379138	ENSPPYP00000016552	ENSPTRP00000027765	ENSPPAP00000012483	ENSGGOP00000018378
ENSP00000379139	NA	NA	NA	NA
ENSP00000379133	ENSPPYP00000003860	ENSPTRP00000006079	NA	ENSGGOP00000020273
ENSP00000379131	NA	NA	NA	NA
ENSP00000302620	ENSPPYP00000014927	ENSPTRP00000022452	ENSPPAP00000008414	ENSGGOP00000014332
ENSP00000302621	ENSPPYP00000010552	ENSPTRP00000017533	ENSPPAP00000011836	ENSGGOP00000024614
ENSP00000302625	ENSPPYP00000009609	ENSPTRP00000016228	ENSPPAP00000021872	ENSGGOP00000003901
ENSP00000460417	NA	NA	NA	NA
ENSP00000302629	ENSPPYP00000017607	ENSPTRP00000029432	NA	ENSGGOP00000017546
ENSP00000459098	NA	NA	NA	NA
